rank_test_score,mean_test_score,std_test_score,mean_train_score,std_train_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__learning_rate,param_model__max_depth,param_model__min_child_weight,param_model__min_split_loss,params,split0_test_score,split0_train_score
52,0.37671232876712324,0.0,0.7439553626782393,0.0,25.771048307418823,0.0,0.028962373733520508,0.0,0.5,9,10,10,"{'model__learning_rate': 0.5, 'model__max_depth': 9, 'model__min_child_weight': 10, 'model__min_split_loss': 10}",0.37671232876712324,0.7439553626782393
52,0.37671232876712324,0.0,0.7604562737642585,0.0,20.78115701675415,0.0,0.04986453056335449,0.0,0.8,6,10,10,"{'model__learning_rate': 0.8, 'model__max_depth': 6, 'model__min_child_weight': 10, 'model__min_split_loss': 10}",0.37671232876712324,0.7604562737642585
54,0.3766233766233766,0.0,0.6350053361792957,0.0,12.384408712387085,0.0,0.046877384185791016,0.0,0.1,6,10,50,"{'model__learning_rate': 0.1, 'model__max_depth': 6, 'model__min_child_weight': 10, 'model__min_split_loss': 50}",0.3766233766233766,0.6350053361792957
55,0.3763440860215053,0.0,0.6277292576419214,0.0,12.210339546203613,0.0,0.03092217445373535,0.0,0.01,6,1,10,"{'model__learning_rate': 0.01, 'model__max_depth': 6, 'model__min_child_weight': 1, 'model__min_split_loss': 10}",0.3763440860215053,0.6277292576419214
56,0.37533512064343166,0.0,0.6496710526315791,0.0,9.269208669662476,0.0,0.052857160568237305,0.0,0.1,3,10,0,"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__min_child_weight': 10, 'model__min_split_loss': 0}",0.37533512064343166,0.6496710526315791
57,0.37499999999999994,0.0,0.6068601583113457,0.0,11.486275911331177,0.0,0.03291201591491699,0.0,0.01,6,1,50,"{'model__learning_rate': 0.01, 'model__max_depth': 6, 'model__min_child_weight': 1, 'model__min_split_loss': 50}",0.37499999999999994,0.6068601583113457
58,0.3745928338762215,0.0,0.7348438456827924,0.0,12.52746295928955,0.0,0.02797245979309082,0.0,0.3,3,10,0,"{'model__learning_rate': 0.3, 'model__max_depth': 3, 'model__min_child_weight': 10, 'model__min_split_loss': 0}",0.3745928338762215,0.7348438456827924
59,0.3743315508021391,0.0,0.6270447110141767,0.0,14.127213954925537,0.0,0.03490734100341797,0.0,0.01,6,1,0,"{'model__learning_rate': 0.01, 'model__max_depth': 6, 'model__min_child_weight': 1, 'model__min_split_loss': 0}",0.3743315508021391,0.6270447110141767
60,0.37414965986394555,0.0,0.7556675062972292,0.0,20.640564680099487,0.0,0.024967432022094727,0.0,0.3,6,1,10,"{'model__learning_rate': 0.3, 'model__max_depth': 6, 'model__min_child_weight': 1, 'model__min_split_loss': 10}",0.37414965986394555,0.7556675062972292
61,0.37383177570093457,0.0,0.7075192421551214,0.0,10.09285831451416,0.0,0.027986764907836914,0.0,0.5,3,10,10,"{'model__learning_rate': 0.5, 'model__max_depth': 3, 'model__min_child_weight': 10, 'model__min_split_loss': 10}",0.37383177570093457,0.7075192421551214
62,0.3723404255319149,0.0,0.7741935483870968,0.0,14.537116527557373,0.0,0.049866437911987305,0.0,0.1,6,1,0,"{'model__learning_rate': 0.1, 'model__max_depth': 6, 'model__min_child_weight': 1, 'model__min_split_loss': 0}",0.3723404255319149,0.7741935483870968
63,0.372168284789644,0.0,0.7291031116534473,0.0,13.95267939567566,0.0,0.035904645919799805,0.0,0.1,6,1,10,"{'model__learning_rate': 0.1, 'model__max_depth': 6, 'model__min_child_weight': 1, 'model__min_split_loss': 10}",0.372168284789644,0.7291031116534473
64,0.371900826446281,0.0,0.6631225517627307,0.0,8.174136400222778,0.0,0.029919147491455078,0.0,0.1,3,5,10,"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__min_child_weight': 5, 'model__min_split_loss': 10}",0.371900826446281,0.6631225517627307
64,0.371900826446281,0.0,0.8385744234800838,0.0,16.93219542503357,0.0,0.08676958084106445,0.0,0.5,6,10,0,"{'model__learning_rate': 0.5, 'model__max_depth': 6, 'model__min_child_weight': 10, 'model__min_split_loss': 0}",0.371900826446281,0.8385744234800838
66,0.37170263788968827,0.0,0.6052093973442287,0.0,14.255077838897705,0.0,0.022001981735229492,0.0,0.5,6,1,100,"{'model__learning_rate': 0.5, 'model__max_depth': 6, 'model__min_child_weight': 1, 'model__min_split_loss': 100}",0.37170263788968827,0.6052093973442287
66,0.37170263788968827,0.0,0.6052093973442287,0.0,15.02911639213562,0.0,0.028924226760864258,0.0,0.5,6,5,100,"{'model__learning_rate': 0.5, 'model__max_depth': 6, 'model__min_child_weight': 5, 'model__min_split_loss': 100}",0.37170263788968827,0.6052093973442287
68,0.37087912087912084,0.0,0.6646102075154234,0.0,8.63191032409668,0.0,0.029919862747192383,0.0,0.1,3,1,10,"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__min_child_weight': 1, 'model__min_split_loss': 10}",0.37087912087912084,0.6646102075154234
69,0.3691275167785234,0.0,0.7413151364764268,0.0,12.079060792922974,0.0,0.03291058540344238,0.0,0.8,3,1,10,"{'model__learning_rate': 0.8, 'model__max_depth': 3, 'model__min_child_weight': 1, 'model__min_split_loss': 10}",0.3691275167785234,0.7413151364764268
70,0.3690036900369003,0.0,0.783289817232376,0.0,25.028928995132446,0.0,0.03604602813720703,0.0,0.5,9,5,10,"{'model__learning_rate': 0.5, 'model__max_depth': 9, 'model__min_child_weight': 5, 'model__min_split_loss': 10}",0.3690036900369003,0.783289817232376
71,0.3689567430025445,0.0,0.6133333333333334,0.0,13.853943586349487,0.0,0.029921293258666992,0.0,0.01,6,5,50,"{'model__learning_rate': 0.01, 'model__max_depth': 6, 'model__min_child_weight': 5, 'model__min_split_loss': 50}",0.3689567430025445,0.6133333333333334
72,0.3680203045685279,0.0,0.614307931570762,0.0,10.280037641525269,0.0,0.03799080848693848,0.0,0.8,3,1,50,"{'model__learning_rate': 0.8, 'model__max_depth': 3, 'model__min_child_weight': 1, 'model__min_split_loss': 50}",0.3680203045685279,0.614307931570762
73,0.3676470588235294,0.0,0.690846286701209,0.0,19.052541732788086,0.0,0.02548670768737793,0.0,0.3,9,5,50,"{'model__learning_rate': 0.3, 'model__max_depth': 9, 'model__min_child_weight': 5, 'model__min_split_loss': 50}",0.3676470588235294,0.690846286701209
74,0.36729857819905204,0.0,0.5995934959349594,0.0,6.847688436508179,0.0,0.0309140682220459,0.0,0.1,3,10,50,"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__min_child_weight': 10, 'model__min_split_loss': 50}",0.36729857819905204,0.5995934959349594
75,0.36666666666666675,0.0,0.75,0.0,14.759739398956299,0.0,0.049988508224487305,0.0,0.3,6,5,10,"{'model__learning_rate': 0.3, 'model__max_depth': 6, 'model__min_child_weight': 5, 'model__min_split_loss': 10}",0.36666666666666675,0.75
