rank_test_score,mean_test_score,std_test_score,mean_train_score,std_train_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__min_samples_leaf,param_model__min_samples_split,params,split0_test_score,split0_train_score
19,0.34965034965034963,0.0,0.9699565538158867,0.0,0.2044525146484375,0.0,0.012967109680175781,0.0,50,20,"{'model__min_samples_leaf': 50, 'model__min_samples_split': 20}",0.34965034965034963,0.9699565538158867
19,0.34965034965034963,0.0,0.9699565538158867,0.0,0.24135303497314453,0.0,0.005984306335449219,0.0,50,30,"{'model__min_samples_leaf': 50, 'model__min_samples_split': 30}",0.34965034965034963,0.9699565538158867
19,0.34965034965034963,0.0,0.9699565538158867,0.0,0.23237919807434082,0.0,0.006982326507568359,0.0,50,50,"{'model__min_samples_leaf': 50, 'model__min_samples_split': 50}",0.34965034965034963,0.9699565538158867
19,0.34965034965034963,0.0,0.9699565538158867,0.0,0.2273848056793213,0.0,0.006987094879150391,0.0,50,80,"{'model__min_samples_leaf': 50, 'model__min_samples_split': 80}",0.34965034965034963,0.9699565538158867
19,0.34965034965034963,0.0,0.9699565538158867,0.0,0.25232386589050293,0.0,0.0039904117584228516,0.0,50,100,"{'model__min_samples_leaf': 50, 'model__min_samples_split': 100}",0.34965034965034963,0.9699565538158867
28,0.2389705882352941,0.0,0.970318224856943,0.0,0.2483353614807129,0.0,0.005984783172607422,0.0,30,2,"{'model__min_samples_leaf': 30, 'model__min_samples_split': 2}",0.2389705882352941,0.970318224856943
28,0.2389705882352941,0.0,0.970318224856943,0.0,0.21143126487731934,0.0,0.0059850215911865234,0.0,30,5,"{'model__min_samples_leaf': 30, 'model__min_samples_split': 5}",0.2389705882352941,0.970318224856943
28,0.2389705882352941,0.0,0.970318224856943,0.0,0.20245909690856934,0.0,0.0059833526611328125,0.0,30,10,"{'model__min_samples_leaf': 30, 'model__min_samples_split': 10}",0.2389705882352941,0.970318224856943
28,0.2389705882352941,0.0,0.970318224856943,0.0,0.20844411849975586,0.0,0.005983114242553711,0.0,30,15,"{'model__min_samples_leaf': 30, 'model__min_samples_split': 15}",0.2389705882352941,0.970318224856943
28,0.2389705882352941,0.0,0.970318224856943,0.0,0.1964740753173828,0.0,0.0059871673583984375,0.0,30,20,"{'model__min_samples_leaf': 30, 'model__min_samples_split': 20}",0.2389705882352941,0.970318224856943
28,0.2389705882352941,0.0,0.970318224856943,0.0,0.22240638732910156,0.0,0.00797724723815918,0.0,30,30,"{'model__min_samples_leaf': 30, 'model__min_samples_split': 30}",0.2389705882352941,0.970318224856943
28,0.2389705882352941,0.0,0.970318224856943,0.0,0.20345783233642578,0.0,0.0059812068939208984,0.0,30,50,"{'model__min_samples_leaf': 30, 'model__min_samples_split': 50}",0.2389705882352941,0.970318224856943
28,0.2389705882352941,0.0,0.970318224856943,0.0,0.28922438621520996,0.0,0.005985260009765625,0.0,30,80,"{'model__min_samples_leaf': 30, 'model__min_samples_split': 80}",0.2389705882352941,0.970318224856943
28,0.2389705882352941,0.0,0.970318224856943,0.0,0.2543203830718994,0.0,0.006981372833251953,0.0,30,100,"{'model__min_samples_leaf': 30, 'model__min_samples_split': 100}",0.2389705882352941,0.970318224856943
37,0.14018691588785046,0.0,0.9819614347916236,0.0,0.2593059539794922,0.0,0.006981372833251953,0.0,10,2,"{'model__min_samples_leaf': 10, 'model__min_samples_split': 2}",0.14018691588785046,0.9819614347916236
37,0.14018691588785046,0.0,0.9819614347916236,0.0,0.24733614921569824,0.0,0.00598454475402832,0.0,10,5,"{'model__min_samples_leaf': 10, 'model__min_samples_split': 5}",0.14018691588785046,0.9819614347916236
37,0.14018691588785046,0.0,0.9819614347916236,0.0,0.218414306640625,0.0,0.005985736846923828,0.0,10,10,"{'model__min_samples_leaf': 10, 'model__min_samples_split': 10}",0.14018691588785046,0.9819614347916236
37,0.14018691588785046,0.0,0.9819614347916236,0.0,0.23836135864257812,0.0,0.0109710693359375,0.0,10,15,"{'model__min_samples_leaf': 10, 'model__min_samples_split': 15}",0.14018691588785046,0.9819614347916236
37,0.14018691588785046,0.0,0.9819614347916236,0.0,0.21443843841552734,0.0,0.005973100662231445,0.0,10,20,"{'model__min_samples_leaf': 10, 'model__min_samples_split': 20}",0.14018691588785046,0.9819614347916236
